Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Unit
1,1,Fontenelle.Unregulated Spill,02-29-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,03-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,04-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,05-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,06-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,07-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,08-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,09-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,10-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,11-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,12-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,01-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,02-28-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,03-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,04-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,05-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,06-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,07-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,08-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,09-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,10-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,11-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,12-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,01-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,02-28-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,03-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,04-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,05-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,06-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,07-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,08-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,09-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,10-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,11-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,12-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,01-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,02-28-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,03-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,04-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,05-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,06-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,07-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,08-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Fontenelle.Unregulated Spill,09-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,05-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,06-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,07-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,08-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,09-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,10-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,11-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,12-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,01-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,02-28-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,03-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,04-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,05-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,06-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,07-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,08-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,09-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,10-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,11-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,12-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,01-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,02-29-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,03-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,04-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,05-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,06-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,07-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,08-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,09-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,10-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,11-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,12-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,01-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,02-28-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,03-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,04-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,05-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,06-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,07-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,08-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,09-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,10-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,11-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,12-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,01-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,02-28-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,03-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,04-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,05-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,06-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,07-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,08-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,09-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,10-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,11-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,12-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,01-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,02-28-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,03-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,04-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,05-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,06-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,07-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,08-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Havasu.Unregulated Spill,09-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,05-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,06-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,07-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,08-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,09-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,10-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,11-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,12-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,01-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,02-28-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,03-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,04-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,05-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,06-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,07-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,08-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,09-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,10-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,11-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,12-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,01-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,02-29-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,03-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,04-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,05-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,06-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,07-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,08-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,09-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,10-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,11-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,12-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,01-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,02-28-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,03-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,04-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,05-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,06-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,07-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,08-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,09-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,10-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,11-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,12-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,01-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,02-28-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,03-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,04-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,05-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,06-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,07-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,08-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,09-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,10-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,11-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,12-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,01-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,02-28-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,03-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,04-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,05-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,06-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,07-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,08-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mead.Unregulated Spill,09-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,05-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,06-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,07-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,08-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,09-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,10-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,11-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,12-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,01-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,02-28-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,03-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,04-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,05-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,06-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,07-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,08-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,09-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,10-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,11-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,12-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,01-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,02-29-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,03-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,04-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,05-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,06-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,07-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,08-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,09-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,10-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,11-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,12-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,01-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,02-28-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,03-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,04-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,05-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,06-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,07-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,08-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,09-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,10-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,11-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,12-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,01-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,02-28-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,03-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,04-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,05-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,06-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,07-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,08-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,09-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,10-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,11-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,12-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,01-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,02-28-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,03-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,04-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,05-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,06-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,07-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,08-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,Mohave.Unregulated Spill,09-30-2031 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,05-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,06-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,07-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,08-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,09-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,10-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,11-30-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,12-31-2026 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,01-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,02-28-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,03-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,04-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,05-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,06-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,07-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,08-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,09-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,10-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,11-30-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,12-31-2027 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,01-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,02-29-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,03-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,04-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,05-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,06-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,07-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,08-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,09-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,10-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,11-30-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,12-31-2028 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,01-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,02-28-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,03-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,04-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,05-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,06-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,07-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,08-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,09-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,10-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,11-30-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,12-31-2029 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,01-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,02-28-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,03-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,04-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,05-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,06-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,07-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,08-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,09-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,10-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,11-30-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,12-31-2030 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,01-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,02-28-2031 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,03-31-2031 23:59:00,0.00,1000 acre-ft/month
1,1,MorrowPoint.Unregulated Spill,04-30-2031 23:59:00,0.00,1000 acre-ft/month
