"commodity","item","futures_exchange","commodity_class","data_period","marketing_year","calendar_year_month","futures_contract","data_source_date","value","unit"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-08","2011-01-13","     12.027500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-08","2011-01-20","     12.080000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-08","2011-01-27","     12.102500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-09","2011-01-06","     12.087500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-09","2011-01-13","     11.967500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-09","2011-01-20","     12.020000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-09","2011-01-27","     12.042500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-11","2011-01-06","     12.075000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-11","2011-01-13","     11.970000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-11","2011-01-20","     12.037500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2013-11","2011-01-27","     12.060000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-07","2011-01-06","     12.075000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-07","2011-01-13","     11.970000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-07","2011-01-20","     12.027500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-07","2011-01-27","     12.030000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-11","2011-01-06","     12.072500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-11","2011-01-13","     11.967500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-11","2011-01-20","     12.025000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-01","2014-11","2011-01-27","     12.027500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-03","2011-02-03","     14.355000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-03","2011-02-10","     14.330000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-03","2011-02-17","     14.045000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-03","2011-02-24","     13.182500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-05","2011-02-03","     14.457500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-05","2011-02-10","     14.452500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-05","2011-02-17","     14.165000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-05","2011-02-24","     13.292500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-07","2011-02-03","     14.510000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-07","2011-02-10","     14.520000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-07","2011-02-17","     14.237500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-07","2011-02-24","     13.377500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-08","2011-02-03","     14.212500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-08","2011-02-10","     14.300000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-08","2011-02-17","     14.080000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-08","2011-02-24","     13.250000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-09","2011-02-03","     13.905000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-09","2011-02-10","     14.052500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-09","2011-02-17","     13.895000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-09","2011-02-24","     13.050000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-11","2011-02-03","     13.655000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-11","2011-02-10","     13.855000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-11","2011-02-17","     13.735000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2011-11","2011-02-24","     12.862500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-01","2011-02-03","     13.680000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-01","2011-02-10","     13.862500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-01","2011-02-17","     13.762500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-01","2011-02-24","     12.905000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-03","2011-02-03","     13.575000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-03","2011-02-10","     13.732500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-03","2011-02-17","     13.670000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-03","2011-02-24","     12.852500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-05","2011-02-03","     13.380000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-05","2011-02-10","     13.492500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-05","2011-02-17","     13.510000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-05","2011-02-24","     12.742500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-07","2011-02-03","     13.310000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-07","2011-02-10","     13.435000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-07","2011-02-17","     13.460000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-07","2011-02-24","     12.712500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-08","2011-02-03","     13.055000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-08","2011-02-10","     13.165000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-08","2011-02-17","     13.222500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-08","2011-02-24","     12.477500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-09","2011-02-03","     12.677500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-09","2011-02-10","     12.825000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-09","2011-02-17","     12.852500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-09","2011-02-24","     12.132500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-11","2011-02-03","     12.445000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-11","2011-02-10","     12.550000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-11","2011-02-17","     12.640000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2012-11","2011-02-24","     11.862500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-01","2011-02-03","     12.507500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-01","2011-02-10","     12.612500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-01","2011-02-17","     12.705000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-01","2011-02-24","     11.927500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-03","2011-02-03","     12.517500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-03","2011-02-10","     12.622500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-03","2011-02-17","     12.715000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-03","2011-02-24","     11.937500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-05","2011-02-03","     12.527500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-05","2011-02-10","     12.632500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-05","2011-02-17","     12.725000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-05","2011-02-24","     11.947500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-07","2011-02-03","     12.510000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-07","2011-02-10","     12.615000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-07","2011-02-17","     12.707500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-07","2011-02-24","     11.930000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-08","2011-02-03","     12.407500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-08","2011-02-10","     12.512500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-08","2011-02-17","     12.605000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-08","2011-02-24","     11.827500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-09","2011-02-03","     12.347500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-09","2011-02-10","     12.452500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-09","2011-02-17","     12.545000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-09","2011-02-24","     11.767500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-11","2011-02-03","     12.295000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-11","2011-02-10","     12.350000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-11","2011-02-17","     12.370000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2013-11","2011-02-24","     11.662500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-07","2011-02-03","     12.265000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-07","2011-02-10","     12.290000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-07","2011-02-17","     12.390000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-07","2011-02-24","     11.682500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-11","2011-02-03","     12.295000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-11","2011-02-10","     12.340000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-11","2011-02-17","     12.390000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-02","2014-11","2011-02-24","     11.682500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-03","2011-03-03","     14.055000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-03","2011-03-10","     13.487500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-05","2011-03-03","     14.120000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-05","2011-03-10","     13.555000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-05","2011-03-17","     13.352500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-05","2011-03-24","     13.545000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-05","2011-03-31","     14.102500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-07","2011-03-03","     14.192500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-07","2011-03-10","     13.637500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-07","2011-03-17","     13.435000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-07","2011-03-24","     13.645000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-07","2011-03-31","     14.210000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-08","2011-03-03","     14.062500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-08","2011-03-10","     13.572500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-08","2011-03-17","     13.397500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-08","2011-03-24","     13.625000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-08","2011-03-31","     14.192500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-09","2011-03-03","     13.825000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-09","2011-03-10","     13.385000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-09","2011-03-17","     13.210000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-09","2011-03-24","     13.527500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-09","2011-03-31","     14.062500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-11","2011-03-03","     13.625000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-11","2011-03-10","     13.210000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-11","2011-03-17","     13.022500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-11","2011-03-24","     13.435000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2011-11","2011-03-31","     13.950000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-01","2011-03-03","     13.657500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-01","2011-03-10","     13.250000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-01","2011-03-17","     13.072500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-01","2011-03-24","     13.480000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-01","2011-03-31","     13.982500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-03","2011-03-03","     13.607500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-03","2011-03-10","     13.205000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-03","2011-03-17","     13.040000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-03","2011-03-24","     13.447500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-03","2011-03-31","     13.945000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-05","2011-03-03","     13.450000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-05","2011-03-10","     13.085000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-05","2011-03-17","     12.937500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-05","2011-03-24","     13.325000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-05","2011-03-31","     13.840000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-07","2011-03-03","     13.390000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-07","2011-03-10","     13.050000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-07","2011-03-17","     12.890000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-07","2011-03-24","     13.280000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-07","2011-03-31","     13.820000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-08","2011-03-03","     13.102500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-08","2011-03-10","     12.792500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-08","2011-03-17","     12.742500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-08","2011-03-24","     13.115000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-08","2011-03-31","     13.707500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-09","2011-03-03","     12.707500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-09","2011-03-10","     12.437500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-09","2011-03-17","     12.347500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-09","2011-03-24","     12.730000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-09","2011-03-31","     13.322500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-11","2011-03-03","     12.400000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-11","2011-03-10","     12.160000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-11","2011-03-17","     12.072500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-11","2011-03-24","     12.482500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2012-11","2011-03-31","     13.120000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-01","2011-03-03","     12.465000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-01","2011-03-10","     12.225000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-01","2011-03-17","     12.135000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-01","2011-03-24","     12.545000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-01","2011-03-31","     13.182500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-03","2011-03-03","     12.475000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-03","2011-03-10","     12.235000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-03","2011-03-17","     12.145000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-03","2011-03-24","     12.555000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-03","2011-03-31","     13.192500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-05","2011-03-03","     12.485000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-05","2011-03-10","     12.245000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-05","2011-03-17","     12.155000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-05","2011-03-24","     12.565000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-05","2011-03-31","     13.202500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-07","2011-03-03","     12.467500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-07","2011-03-10","     12.227500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-07","2011-03-17","     12.137500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-07","2011-03-24","     12.547500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-07","2011-03-31","     13.185000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-08","2011-03-03","     12.365000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-08","2011-03-10","     12.125000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-08","2011-03-17","     12.035000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-08","2011-03-24","     12.445000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-08","2011-03-31","     13.082500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-09","2011-03-03","     12.305000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-09","2011-03-10","     12.065000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-09","2011-03-17","     11.975000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-09","2011-03-24","     12.385000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-09","2011-03-31","     13.022500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-11","2011-03-03","     12.020000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-11","2011-03-10","     11.785000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-11","2011-03-17","     11.822500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-11","2011-03-24","     12.165000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2013-11","2011-03-31","     12.770000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-07","2011-03-03","     12.040000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-07","2011-03-10","     11.805000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-07","2011-03-17","     11.825000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-07","2011-03-24","     12.167500","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-07","2011-03-31","     12.775000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-11","2011-03-03","     12.040000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-11","2011-03-10","     11.780000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-11","2011-03-17","     11.800000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-11","2011-03-24","     12.150000","U.S. dollars per bushel"
"Soybeans","Futures price daily","CBOT","NA","Daily","NA","2011-03","2014-11","2011-03-31","     12.785000","U.S. dollars per bushel"
